序號,ns1:name3,ns1:SP_DESC,ns1:EP_DESC,ns1:CITY,ns1:TOWN,ns1:MGR_MCH,ns1:B_LENGTH,緯度,ns1:coordinates
bike201,國姓-北港,南衡宮,九芎坪,南投縣,國姓鄉,南投縣政府,8700,24.049859,120.884962
bike202,南投縣魚池鄉頭社武登自行車道(支線1),投62 1k+160,台21線,南投縣,魚池鄉,魚池鄉公所,1960,23.83280035,120.8956978
bike203,南投縣魚池鄉頭社武登自行車道(支線2),頭社大排,台21甲,南投縣,魚池鄉,魚池鄉公所,850,23.83262615,120.8968149
bike204,南投縣魚池鄉頭社武登自行車道(主線),投62 0k+000,英文堂,南投縣,魚池鄉,魚池鄉公所,4710,23.83218576,120.9051123
bike205,日月潭環潭公路,水社遊客中心,水社遊客中心,南投縣,魚池鄉,,33000,23.865459,120.91214
bike206,水社自行車道,九龍口,環湖1號隧道口,南投縣,魚池鄉,日月潭風管處,8490,23.8652253,120.9127057
bike207,中明自行車道,,,南投縣,,,,23.87362974,120.9203287
bike208,松柏崙自行車道,松柏崙,大竹湖,南投縣,魚池鄉,日月潭風管處,1350,23.868429,120.929764
bike209,仁愛鄉清流梅香自行車道,投80仁愛國姓鄉界,投80蕙蓀林場入口,南投縣,仁愛鄉公所,仁愛鄉公所,15155,24.062668,120.949792
bike210,埔里鎮環鎮自行車道北線路段,順騎自然埔里自行車道起點,地理中心碑,南投縣,埔里鎮,埔里鎮公所,18700,23.96496,120.951576
bike211,河濱自行車道,,,南投縣,,,,23.96495655,120.9517116
bike212,順騎自然埔里自行車步道,南環路,中正路,南投縣,埔里鎮,埔里鎮公所,4600,23.95618536,120.9749222
bike213,哲學之路,地母廟,忠孝路,南投縣,埔里鎮,埔里鎮公所,2000,23.96527392,120.9844923
bike214,埔里鎮綠光微風自行車道,地母廟,順騎,南投縣,埔里鎮,埔里鎮公所,7100,23.95091773,120.9885371
bike215,單車鐵道-竹田至潮州橋下空間,,,屏東縣,,工務處,2500,0.00108935,118.7547684
bike216,單車鐵道-廣東南路至竹田鄉豐振路,,,屏東縣,,工務處,9500,22.664635,120.494634
bike217,屏東市廣東南路至竹田鄉豐振路鐵路橋下自行車道,屏東市廣東南路,竹田鄉豐振路,屏東縣,屏東市,屏東縣政府工務處公園管理科,1890,22.664643,120.494661
bike218,屏東市歸來、麟洛鄉、竹田鄉鐵路橋下自行車道,屏東市和生路二段,竹田鄉豐振路以北800公尺,屏東縣,,屏東縣政府工務處公園管理科,8490,22.656154,120.50022
bike219,崁頂洲子自行車道,洲子村,北勢村,屏東縣,崁頂鄉,崁頂鄉公所,1653,22.521081,120.502463
bike220,崁頂自行車道,圍內村土葛路,屏70,屏東縣,崁頂鄉,崁頂鄉公所,1300,22.521081,120.502463
bike221,林邊市區自行車道,林邊鄉仁和路,林邊鄉仁和路,屏東縣,林邊鄉,屏東縣林邊鄉公所,4000,22.434076,120.512862
bike222,國小通學步道共用自行車道,麟洛國小,田中村泰安巷,屏東縣,麟洛鄉,麟洛鄉公所,770,22.63597611,120.5145049
bike223,老水埤步道,中和街,國小巷,屏東縣,麟洛鄉,麟洛鄉公所,600,22.64199415,120.5208644
bike224,中正路,中正路110號,延和街,屏東縣,麟洛鄉,麟洛鄉公所,740,22.64126388,120.5224228
bike225,屏東潮州鐵路橋下自行車道,太平路600巷,介壽路,屏東縣,潮州鎮,屏東縣政府工務處公園管理科,1511,22.562676,120.537362
bike226,田中路(台26線~中隆宮),田中路(台26線路口),田中路(中隆宮旁),屏東縣,車城鄉,屏東縣車城鄉公所,312,22.081577,120.713061
bike227,恆春東門自行車道,恆南路4巷,恆南路,屏東縣,恆春鎮,屏東縣恆春鎮公所,1300,22.001664,120.750059
bike228,高屏溪河堤自行車道,1、屏東高屏鐵橋段 2、 萬丹廈北 3、新園田洋,2、灣內段 3、五房段,屏東縣,萬丹鄉,工務處,198000,22.499699,120.435302
bike229,鎮海支線自行車道,大鵬灣,鎮海公園,屏東縣,,無,2,22.46041,120.441352
bike230,東港鎮林邊?自行車道路網串連計畫-2,鎮海路,台17,屏東縣,東港鎮,工務處公園管理科,10300,22.465614,120.452556
bike231,大鵬灣自行車道,0K+000,11K+500,屏東縣,東港鎮,交通部觀光局大鵬灣國家風景區管理處,11500,22.449547,120.45423
bike232,南平海堤支線自行車道,環灣道路接海堤,青洲濱海遊憩區接海堤,屏東縣,,交通部觀光局大鵬灣國家風景區管理處,1600,22.44517,120.45844
bike233,隘寮溪河堤車道,山地門大橋,九如武洛溪,屏東縣,內埔鄉、鹽埔鄉、里港鄉、九如鄉,工務處,24000,22.729986,120.46779
bike234,右岸濕地自行車道,右岸濕地,鵬村濕地,屏東縣,,交通部觀光局大鵬灣國家風景區管理處,1,22.444424,120.488422
bike235,右岸濕地連接鵬村濕地自行車道,右岸濕地-鵬村濕地起點,右岸濕地-鵬村濕地迄點,屏東縣,,交通部觀光局大鵬灣國家風景區管理處,780,22.445419,120.491678
bike236,屏東縣單車鐵道-串聯歸來至竹田鄉,屏東市台一線鐵路橋下,竹田鄉豐振路鐵路橋下,屏東縣,屏東市、麟洛鄉、竹田鄉,屏東縣政府工務處,9700,22.6561804,120.5002463
bike237,蘭花蕨鐵馬道,九如交流道,長治交流道,屏東縣,九如鄉,工務處,7400,22.741648,120.503204
bike238,屏東單車國道-串連崁頂及南州,南州?勝利路,二高橋下,屏東縣,南州鄉,工務處公園管理科,4280,22.48975839,120.5121423
bike239,串連崁頂及南州,南州?勝利路,二高橋下,屏東縣,南州?,工務處公園管理科,4280,22.48975839,120.5121423
bike240,東港鎮林邊?自行車道路網串連計畫-1,國3橋下林邊,國3橋下(大鵬灣),屏東縣,林邊鄉,工務處公園管理科,4100,22.451086,120.512808
bike241,東港鎮林邊?自行車道路網串連計畫-3,鎮海公園,林邊車站,屏東縣,東港鎮林邊鄉,工務處公園管理科,10000,22.431223,120.515825
bike242,東港鎮林邊?自行車道路網串連計畫-5,台17,台17(新興路),屏東縣,林邊?,工務處公園管理科,8000,22.431486,120.521135
bike243,東港鎮林邊?自行車道路網串連計畫-4,台17,枋寮國小,屏東縣,佳冬鄉枋寮鄉,工務處公園管理科,15000,22.428754,120.52731
bike244,復興路通學自行車道,,,屏東縣,長治鄉,長治鄉公所,2100,22.694826,120.548667
bike245,屏東麟洛自行車道,六堆客家文化園區,屏37線,屏東縣,麟洛鄉,麟洛鄉公所,3500,22.655594,120.549812
bike246,長治─麟洛自行車道,長治交流道,屏東運動公園,屏東縣,長治鄉,工務處,3300,22.696342,120.555397
bike247,萬巒鐵馬道自行車道,,,屏東縣,,,,22.57633068,120.5702046
bike248,萬巒段-南州糖廠-林邊車站自行車道,,,屏東縣,萬巒鄉,屏東縣政府,30,22.604038,120.61682
bike249,安坡自行車道,三地門鄉賽嘉樂園,三地門鄉青山村,屏東縣,三地門鄉,交通部觀光局茂林國家風景區管理處,13000,22.79769,120.636525
bike250,賽嘉自行車道,賽嘉營地,鹿場頂,屏東縣,三地門鄉,三地門鄉公所,12200,22.750721,120.639084
bike251,三地門鄉南北向自行車道,賽嘉樂園大門,青山村,屏東縣,三地門鄉,三地門鄉公所,23800,22.717054,120.639748
bike252,恆春半島西海岸自行車道,車城鄉保力村,恆春鎮南灣里,屏東縣,恆春、車城,墾丁國家公園管理處,25,22.05215938,120.7142704
bike253,墾丁西海岸自行車道,車城,恆春,屏東縣,恆春鎮,墾丁國家公園管理處,13000,22.05215938,120.7142704
bike254,泰武鄉部落聯絡道路,吾拉魯滋部落,吾拉魯滋部落,屏東縣,泰武鄉,泰武鄉,24000,21.63207308,138.6682167
bike255,大鵬灣環灣自行車道,,,,,,,,
bike256,中興街,,,苗栗縣,頭屋鄉,頭屋鄉公所,1000,9.04E-06,118.754575
bike257,大湖國小通學及通勤型自行車道,法寶寺,十八份道交叉入口,苗栗縣,大湖鄉,大湖鄉公所,820,24.420371,120.864174
bike258,綠騎士之路─頭份小鎮之心環狀自行車步道(山下北環支線),山下32-2號前,建國路山下街口,苗栗縣,頭份市,頭份市公所,2000,24.696895,120.907781
bike259,綠騎士之路─頭份小鎮之心環狀自行車步道(山下北環主線),蟠桃公園,蟠桃公園,苗栗縣,頭份市,頭份市公所,4000,24.695716,120.911729
bike260,苑裡鎮內自行車道,130縣道與苗50-1交叉口,縣道140,苗栗縣,苑裡鎮,苑裡鎮公所,9300,24.435859,120.648924
bike261,通霄鎮城北自行車道,廬沐春風農場,土城溪九力林橋,苗栗縣,通霄鎮,,9000,24.468122,120.710884
bike262,城南和社區自行車道,,,苗栗縣,通宵鎮,通霄鎮公所,8000,24.436595,120.744431
bike263,西湖鄉自導式自行車道,苗33線台一線路口(僑文國小),苗33線台一線路口,苗栗縣,西湖鄉,,15000,24.56362,120.748901
bike264,銅鑼鄉虎頭崁自行車道,九湖村自行車道起點南友商行旁,九湖村自行車道起點南友商行旁,苗栗縣,銅鑼鄉,銅鑼鄉,11000,24.46796,120.751541
bike265,三義鄉自行車道,三義車站旁陸橋下,三義車站旁陸橋下,苗栗縣,三義鄉,三義鄉公所,6000,24.412785,120.752205
bike266,二高橋下環鄉自行車道,飛龍大橋西側二高橋下,二高46號橋墩,苗栗縣,西湖鄉,,4000,24.556223,120.752777
bike267,苗栗縣後龍鎮水尾至外埔漁港濱海觀光休憩自行車道,外埔漁港,水尾,苗栗縣,後龍鎮,後龍鎮公所,2800,24.630051,120.759397
bike268,大坑車道,三義火車站,大坑,苗栗縣,三義鄉,三義鄉公所,6442,24.428257,120.770311
bike269,舊山線鐵道自行車道,勝興車站,舊泰安車站,苗栗縣,三義鄉、后里鄉,,14000,24.387674,120.782234
bike270,銅鑼鄉自行車道,銅鑼車站,九湖村自行車道起點,苗栗縣,銅鑼鄉,苗栗縣銅鑼鄉公所,2000,24.486319,120.786438
bike271,貓貍山休閒越野自行車道,公園路貓貍山公園入口,苗28-1 聯合大學工程處,苗栗縣,苗栗市,,5000,24.58927,120.791573
bike272,苗栗縣後龍鎮外埔漁港至白沙屯濱海觀光休憩自行車道,外埔漁港,白沙屯,苗栗縣,後龍鎮,第二河川局、苗栗縣政府、後龍鎮公所,28000,24.645971,120.797213
bike273,後龍溪左右岸,苗栗龜山大橋,後龍新港大橋頭端,苗栗縣,後龍,苗栗縣政府,18963,24.537557,120.815526
bike274,後龍溪自行車道,台六線經國路龜山大橋旁,頭屋大橋,苗栗縣,苗栗市,,5000,24.537149,120.815536
bike275,苗栗縣銅鑼懷舊山線雙鐵並行環狀串聯自行車道,苗栗火車站,南勢火車站,苗栗縣,苗栗市,苗栗縣政府,10000,24.569469,120.821697
bike276,桐花綠廊自行車道串連新建工程(苗栗火車站至頭份尖山大橋段),苗栗火車站,頭份尖山大橋,苗栗縣,苗栗市,苗栗縣政府,18,24.56762677,120.8221629
bike277,卓蘭鎮內灣觀光自行車道,樟山茶園,花露農場旁,苗栗縣,卓蘭鎮,,3000,24.329281,120.823868
bike278,公館鄉黃金小鎮自行車道,福樂麵店,荷塘居,苗栗縣,公館鄉,,2000,24.491446,120.828148
bike279,竹南海口人工濕地旁自行車道,人工溼地旁堤岸,射流溝出海口旁堤岸,苗栗縣,竹南鎮,苗栗縣政府,1450,24.675094,120.832897
bike280,中港溪線車道,竹南焚化廠,瞄17-3與台三線路口,苗栗縣,竹南鎮、頭份鎮、三灣鄉,,17000,24.67444,120.83622
bike281,海線車道,竹南焚化廠,苑裡慈和宮,苗栗縣,竹南鎮、後龍鎮、通宵鎮、苑裡鎮,,55000,24.67444684,120.8362573
bike282,鳴鳳飛鳳自行車道,苗22道路起點,飛鳳道路口,苗栗縣,頭屋鄉,苗栗縣頭屋鄉公所,18000,24.563376,120.845378
bike283,獅潭村自行車道,五聖宮旁,草棚,苗栗縣,頭屋鄉,,4000,24.594446,120.845482
bike284,竹南中港溪堤岸自行車道,國泰路底,官義渡紀念公園,苗栗縣,竹南鎮,,3000,24.664881,120.84639
bike285,竹南綠光海風自行車道,竹南台61縣-＃001涵洞口,竹南焚化廠旁濕地,苗栗縣,竹南鎮,苗栗縣政府,8500,24.700108,120.859833
bike286,竹南濱海自行車道,竹南焚化廠,崎頂海水浴場,苗栗縣,竹南鎮,,8000,24.700029,120.860657
bike287,鳴鳳自行車道,,,苗栗縣,頭屋鄉,苗栗縣政府,26000,24.58088,120.871203
bike288,128線車道,128線與台一線路口,台六線台三線路口,苗栗縣,通霄鎮、西湖鄉、銅鑼鄉、公館鄉、獅潭鄉,,30000,24.45233201,120.874474
bike289,明德水庫自行車道,,,苗栗縣,頭屋鄉,,,24.587822,120.889565
bike290,永和山水庫自行車道,頭份市公所,頭份市公所,苗栗縣,頭份市,頭份市公所,15000,24.686085,120.912735
bike291,119線車道,同光國小,苗26線與台三線路口,苗栗縣,後龍鎮、西湖鄉、銅鑼鄉、公館鄉、獅潭鄉,,41000,24.53591,120.91832
bike292,126線車道,縣道126線起點,台三線路口,苗栗縣,後龍鎮、頭屋鄉、獅潭鄉,苗栗縣政府,26000,24.57366,120.936119
bike293,三灣至南庄優質綠色路網,台3線與124縣道交會處,南庄老街附近,苗栗縣,三灣鄉、南庄鄉,苗栗縣政府,16000,24.682444,120.963749
bike294,雙鳳自行車道,,,,,,,,
bike295,楊梅富豐南路自行車道綠美化工程(行經富豐南路、富峰北路、民生街、中正路),新明街,新明街,桃園市,楊梅區,桃園市政府工務局養護工程處,3504,24.931245,121.075098
bike296,平鎮石門大圳自行車景觀步道,清泉街,陸光路,桃園市,平鎮區,平鎮區公所,1000,24.958408,121.190175
bike297,龍潭大池上游野溪自行車道,新龍路,民生路,桃園市,龍潭區,龍潭區公所,2000,24.859499,121.210057
bike298,龍潭區運動公園至菱潭橋自行車道,金龍路8巷,健行路,桃園市,龍潭區,龍潭區公所,800,24.858189,121.21042
bike299,老街溪河濱自行車步道(三崇橋至新富橋右岸),三崇橋,新富橋右岸,桃園市,平鎮區,桃園市政府水務局,1860,24.946938,121.21103
bike300,石門大圳休憩路廊,石門大圳中豐路右岸,石門大圳中豐路左岸,桃園市,平鎮區,桃園市政府水務局,225,24.907257,121.212558
bike301,老街溪河濱自行車道(新富橋至環北橋),新富橋,台4線,桃園市,中壢區、平鎮區,左岸：延平橋至翠堤橋由平鎮區公所維管，翠堤橋至環北橋由中壢區公所維管 右岸：三崇橋至河川教育中心由平鎮區公所維管，河川教育中心至環北橋由中壢區公所維管,3600,24.966306,121.220205
bike302,風行綠廊自行車道(水尾自行車道),中壢區新生路,桃園大圳,桃園市,中壢區,中壢區公所,1400,24.976188,121.223213
bike303,中壢至高鐵自行車道,高鐵北路二段,高鐵南路二段,桃園市,中壢區,桃園市政府工務局養護工程處,16200,25.021383,121.223799
bike304,龍慈路延伸至台66線道路新闢工程(都內段),中壢區龍岡路三段,平鎮區營德路,桃園市,中壢區、平鎮區,桃園市政府養護工程處,2340,24.932872,121.236927
bike305,龍潭區三坑鐵馬道(石門大圳),石門大圳,台三乙線,桃園市,龍潭區,龍潭區公所,2600,24.84272501,121.244019
bike306,龍潭三坑至紅橋自行車道,龍潭中正路三坑段,大漢溪上游,桃園市,龍潭區,龍潭區公所,1400,24.829859,121.244907
bike307,蘆竹區中興路自行車道,蘆竹區龍安街二段,中壢區合圳北路二段,桃園市,蘆竹區,桃園市政府養護工程處,950,25.008254,121.247227
bike308,中壢市龍東路自行車道（含榮民南路及普忠路）,中山東路四段,新中北路,桃園市,中壢區,桃園市政府工務局養護工程處,4328,24.935663,121.257402
bike309,八德擴大都市計畫區大湳自行車道,仁德路,介壽路二段,桃園市,八德區,桃園市政府養護工程處,400,24.924738,121.281381
bike310,桃園市茄苳溪自行車道,文中路,南桃園交流道,桃園市,桃園區,桃園市桃園區公所,798,24.99510169,121.2826574
bike311,綠驛草妍道,蘆竹區南山路三段,蘆竹區山外路末端(鄰近坑子溪河道),桃園市,蘆竹區,桃園市政府養護工程處,2300,25.082967,121.286047
bike312,交通部環島1號線,大溪區中華路,龍潭區南坑道路,桃園市,大溪區、龍潭區,桃園市政府養護工程處、桃園市政府龍潭區公所,21870,24.885327,121.292839
bike313,桃園區文中路自行車道,正光路,合圳南路,桃園市,桃園區,桃園市政府養護工程處,4700,24.995938,121.295114
bike314,桃園區樹仁二街自行車道,桃園區建新街,桃園區大原路,桃園市,桃園區,桃園市政府養護工程處,1878,24.977685,121.310424
bike315,桃園東溪綠園市自行車道,三民橋,復興路,桃園市,桃園區,桃園市桃園區公所,1400,25.000197,121.312108
bike316,小檜溪重劃區內自行車道,三民路二段,日光路,桃園市,桃園區,桃園區公所,770,25.000606,121.31261
bike317,桃園市至桃園高鐵站自行車道,桃園區三民路,桃園高鐵站,桃園市,桃園區、大園區、蘆竹區、中壢區,交通部公路總局第一區養護工程處中壢工務段、桃園市政府養護工程處,16200,25.000994,121.314082
bike318,桃園成功路自行車道,台1線,成功路三段,桃園市,桃園區,桃園市政府工務局養護工程處,3198,24.996366,121.323899
bike319,桃林鐵路自行車道,龜山區萬壽路二段與桃林鐵路口,桃園區成功路二段與桃林鐵路路口,桃園市,龜山區、桃園區,龜山區公所、桃園區公所,580,24.99308401,121.326549
bike320,南崁溪水岸自行車步道,龜山區中正公園,大園區台61線,桃園市,龜山區、桃園區、蘆竹區、大園區,各段由各區公所分別管養、道路上之自行車道由路權單位管養,22000,24.999083,121.342382
bike321,龜山區文化、復興自行車道,龜山文化三路,龜山復興路,桃園市,龜山區,桃園市政府養護工程處,6000,25.060775,121.370313
bike322,龜山區自行車道景觀工程(位於體育大學),振興路,體大四路,桃園市,龜山區,桃園市龜山區體育大學,560,25.036179,121.385059
bike323,觀音大潭工業區自行車道,電廠一路,大潭三路,桃園市,觀音區,大潭工業區,8000,25.03368053,121.0527277
bike324,桃園市大湖路田園自行車道(含金華路，新華路),縣道112,新富路一段,桃園市,觀音區,桃園市政府養護工程處,12207,25.01274,121.115642
